"Titolo","Rivista","Data"
"[Did elderly people living in small towns or rural areas suffer heavier disease burden during the COVID-19 epidemic?](https://doi.org/10.1101/2020.05.01.20087791)","medRxiv","2020-05-07"
"[Early Evidence of Disparities in COVID-19 Testing in US Cities](https://doi.org/10.1101/2020.05.01.20087833)","medRxiv","2020-05-07"
"[Early Guillain-Barré syndrome in COronaVIrus Disease 2019 (COVID-19): a case report from an Italian COVID-Hospital](https://doi.org/10.21203/rs.3.rs-24886/v1)","Research Square","2020-05-07"
"[Early phases of COVID-19 are characterized by a reduction of lymphocyte populations and the presence of atypical monocytes](https://doi.org/10.1101/2020.05.01.20087080)","medRxiv","2020-05-07"
"[Effect of Alert Level 4 on effective reproduction number: review of international COVID-19 cases](https://doi.org/10.1101/2020.04.30.20086934)","medRxiv","2020-05-07"
"[Effect of Temperature on the Transmission of COVID-19: A Machine Learning Case Study in Spain](https://doi.org/10.1101/2020.05.01.20087759)","medRxiv","2020-05-07"
"[Effects of Coronavirus Disease 2019 (COVID-19) on Maternal, Perinatal and Neonatal Outcomes: a Systematic Review of 266 Pregnancies](https://doi.org/10.1101/2020.05.02.20088484)","medRxiv","2020-05-07"
"[Epidemiological and clinical features of imported and local patients with coronavirus disease 2019 (COVID-19) in Hainan, China](https://doi.org/10.21203/rs.3.rs-26340/v1)","Research Square","2020-05-07"
"[Estimation of COVID-19 case fatality ratio based on a bi-directional correction method](https://doi.org/10.1101/2020.05.02.20089144)","medRxiv","2020-05-08"
"[Evaluating efficiency of pooling specimens for PCR-based detection of COVID-19](https://doi.org/10.1101/2020.05.02.20087221)","medRxiv","2020-05-07"
"[Evaluating growth pattern and assessing future scenario of COVID-19 epidemic of India](https://doi.org/10.1101/2020.05.02.20087544)","medRxiv","2020-05-07"
"[Evidence Supports a Causal Model for Vitamin D in COVID-19 Outcomes](https://doi.org/10.1101/2020.05.01.20087965)","medRxiv","2020-05-07"
"[FACTORS INFLUENCING MENTAL HEALTH DURING COVID-19 OUTBREAK: AN EXPLORATORY SURVEY AMONG INDIAN POPULATION](https://doi.org/10.1101/2020.05.03.20081380)","medRxiv","2020-05-09"
"[From SARS to COVID-19: A Bibliometric study on Emerging Infectious Diseases with Natural Language Processing technologies](https://doi.org/10.21203/rs.3.rs-25354/v1)","Research Square","2020-05-07"
"[Fully automatic deep convolutional approaches for the analysis of Covid-19 using chest X-ray images](https://doi.org/10.1101/2020.05.01.20087254)","medRxiv","2020-05-07"
"[Functional alteration of innate T cells in critically ill Covid-19 patients](https://doi.org/10.1101/2020.05.03.20089300)","medRxiv","2020-05-08"
"[Geospatially Referenced Demographic Agent-Based Modeling of SARS-CoV-2-Infection (COVID-19) Dynamics and Mitigation Effects in a Real-world Community](https://doi.org/10.1101/2020.05.03.20089235)","medRxiv","2020-05-07"
"[Heterogeneous contact networks in COVID-19 spreading: the role of social deprivation](https://doi.org/10.1101/2020.05.01.20087387)","medRxiv","2020-05-07"
"[How SARS-CoV-2 (COVID-19) May Invade the Human Body via ABO(H) Blood Group-Determining Carbohydrates: A Perspective](https://doi.org/10.20944/preprints202005.0097.v1)","Preprints.org","2020-05-08"
"[Identification of IgG antibody response to SARS-CoV-2 spike protein and its receptor binding domain does not predict rapid recovery from COVID-19](https://doi.org/10.1101/2020.05.01.20087684)","medRxiv","2020-05-07"
"[Impact of COVID-19 confinement on the time and intensity of physical activity in the Spanish population](https://doi.org/10.21203/rs.3.rs-26074/v1)","Research Square","2020-05-07"
"[Impact of ethnicity on outcome of severe COVID-19 infection. Data from an ethnically diverse UK tertiary centre](https://doi.org/10.1101/2020.05.02.20078642)","medRxiv","2020-05-07"
"[Impact of non-pharmaceutical interventions against COVID-19 in Europe: a quasi-experimental study](https://doi.org/10.1101/2020.05.01.20088260)","medRxiv","2020-05-07"
"[Internet Search Patterns Reveal Clinical Course of Disease Progression for COVID-19 and Predict Pandemic Spread in 32 Countries](https://doi.org/10.1101/2020.05.01.20087858)","medRxiv","2020-05-08"
"[Iron metabolism and lymphocyte subpopulations during Covid-19 infection in ICU patients: an observational cohort study and a narrative review of clinical practice.](https://doi.org/10.21203/rs.3.rs-26288/v1)","Research Square","2020-05-07"
"[Measuring voluntary social distancing behavior during the COVID-19 pandemic](https://doi.org/10.1101/2020.05.01.20087874)","medRxiv","2020-05-07"
"[Menstrual blood-derived mesenchymal stem cells provide new insights into the treatment of coronavirus disease 2019 (COVID-19)](https://doi.org/10.21203/rs.3.rs-25947/v1)","Research Square","2020-05-07"
"[Model of a Testing-and-Quarantine Strategy to Slow-Down the COVID-19 Outbreak in Guadeloupe](https://doi.org/10.1101/2020.05.01.20088138)","medRxiv","2020-05-07"
"[National and state wise estimate of time varying reproduction number for COVID-19 in India during the nationwide lockdown.](https://doi.org/10.1101/2020.05.01.20087197)","medRxiv","2020-05-07"
"[Now casting and Forecasting of COVID-19 outbreak in the National Capital Region of Delhi](https://doi.org/10.1101/2020.05.01.20087783)","medRxiv","2020-05-07"
"[Perception survey of Crisis and Emergency Risk Communication in an acute hospital in the management of COVID-19 pandemic in Singapore](https://doi.org/10.21203/rs.3.rs-23558/v1)","Research Square","2020-05-07"
"[Pharmacological interventions for COVID-19: Protocol for a Rapid Living Systematic Review with network meta-analysis](https://doi.org/10.1101/2020.05.02.20088823)","medRxiv","2020-05-07"
"[Phytomolecules having flavone and napthofuran nucleus exhibited better binding G-score against protease and SPIKE protein of novel corona virus COVID-19](https://doi.org/10.21203/rs.3.rs-27206/v1)","Research Square","2020-05-07"
"[Prediction of Spreads of COVID-19 in India from Current Trend](https://doi.org/10.1101/2020.05.01.20087460)","medRxiv","2020-05-07"
"[Predictive Model with Analysis of the Initial Spread of COVID-19 in India](https://doi.org/10.1101/2020.05.02.20088997)","medRxiv","2020-05-07"
"[Predictive mathematical models for the number of individuals infected with COVID-19](https://doi.org/10.1101/2020.05.02.20088591)","medRxiv","2020-05-08"
"[Psychophysical Olfactory Findings of Mild-to-moderate COVID-19 Patients: Preliminary Report.](https://doi.org/10.1101/2020.05.02.20070581)","medRxiv","2020-05-07"
"[Rapid review of the existing COVID-19 Case Definitions: A Bayesian Approach model to COVID-19 Case Definitions: A Research Article](https://doi.org/10.21203/rs.3.rs-26337/v1)","Research Square","2020-05-07"
"[Risk Factors for Progression to Patients with Severe Stage of COVID-19](https://doi.org/10.21203/rs.3.rs-26356/v1)","Research Square","2020-05-07"
"[Robust estimation of diagnostic rate and real incidence of COVID-19 for European policymakers](https://doi.org/10.1101/2020.05.01.20087023)","medRxiv","2020-05-07"
"[Sex-specific differences in COVID-19 testing, cases and outcomes: a population-wide study in Ontario, Canada](https://doi.org/10.1101/2020.04.30.20086975)","medRxiv","2020-05-07"
"[Should we keep hope? Key 8 weeks - Spatiotemporal epidemic characteristics of COVID-19 in Sichuan Province and its comparative analysis with other provinces in China and global epidemic trend](https://doi.org/10.21203/rs.3.rs-20551/v2)","Research Square","2020-05-07"
"[Simulations of the spread of COVID-19 and control policies in Tunisia](https://doi.org/10.1101/2020.05.02.20088492)","medRxiv","2020-05-07"
"[Sinus and Anterior Skull Base Surgery during the COVID-19 pandemic: Systematic review, Synthesis and YO-IFOS position.](https://doi.org/10.1101/2020.05.01.20087304)","medRxiv","2020-05-07"
"[THE PATHOGENESIS OF THROMBOEMBOLIC DISEASE IN COVID-19 PATIENTS: COULD BE A CATASTROPHIC ANTIPHOSPHOLIPID SYNDROME?](https://doi.org/10.1101/2020.04.30.20086397)","medRxiv","2020-05-08"
"[Text and Network-Mining for COVID-19 Intervention Studies](https://doi.org/10.26434/chemrxiv.12234564.v2)","ChemRxiv","2020-05-07"
"[The Impact of Social Distancing on The Course of The Covid-19 Pandemic in Four European Countries](https://doi.org/10.1101/2020.05.03.20089680)","medRxiv","2020-05-08"
"[The Role of Fever Clinic During the COVID-19 Pandemic: A case study of 1034 febrile patients](https://doi.org/10.21203/rs.3.rs-25353/v1)","Research Square","2020-05-07"
"[The epidemiologic parameters for COVID-19: A Systematic Review and Meta-Analysis](https://doi.org/10.1101/2020.05.02.20088385)","medRxiv","2020-05-07"
"[The impact of asymptomatic individuals on the strength of public health interventions to prevent the second outbreak of COVID-19](https://doi.org/10.21203/rs.3.rs-27142/v1)","Research Square","2020-05-07"
"[The impact of long-term non-pharmaceutical interventions on COVID-19 epidemic dynamics and control](https://doi.org/10.1101/2020.05.03.20089078)","medRxiv","2020-05-08"
"[The importance of the timing of quarantine measures before symptom onset to prevent COVID-19 outbreaks - illustrated by Hong Kong's intervention model](https://doi.org/10.1101/2020.05.03.20089482)","medRxiv","2020-05-08"
"[The reproduction number of COVID-19 and its correlation with public health interventions](https://doi.org/10.1101/2020.05.01.20088047)","medRxiv","2020-05-07"
"[Time-adjusted Analysis Shows Weak Associations Between BCG Vaccination Policy and COVID-19 Disease Progression](https://doi.org/10.1101/2020.05.01.20087809)","medRxiv","2020-05-07"
"[Tracking and forecasting milepost moments of the epidemic in the early-outbreak: framework and applications to the COVID-19](https://doi.org/10.12688/f1000research.23107.1)","F1000Res","2020-05-07"
"[Trends in Perception of COVID-19 in Polish Internet](https://doi.org/10.20944/preprints202005.0093.v1)","Preprints.org","2020-05-08"
"[Trends in excess cancer and cardiovascular deaths in Scotland during the COVID-19 pandemic 30 December 2019 to 20 April 2020](https://doi.org/10.1101/2020.05.02.20086231)","medRxiv","2020-05-07"
"[Two case reports of COVID-19: A 6-year-old boy and his 66-year-old grandmother](https://doi.org/10.21203/rs.3.rs-27225/v1)","Research Square","2020-05-07"
"[UV light influences covid-19 activity through big data: trade offs between northern subtropical, tropical, and southern subtropical countries](https://doi.org/10.1101/2020.04.30.20086983)","medRxiv","2020-05-07"
"[Updated estimates of comorbidities associated with risk for COVID-19 complications based on US data](https://doi.org/10.1101/2020.05.02.20088781)","medRxiv","2020-05-07"
"[Urine Proteome of COVID-19 Patients](https://doi.org/10.1101/2020.05.02.20088666)","medRxiv","2020-05-08"
"[When altruists cannot help: The influence of altruism on mental health during COVID-19 pandemic](https://doi.org/10.21203/rs.3.rs-25715/v1)","Research Square","2020-05-07"
"[Who is more susceptible to Covid-19 infection and mortality in the States?](https://doi.org/10.1101/2020.05.01.20087403)","medRxiv","2020-05-07"
"[<strong>COVID-19 Follows a Flattened Growth Curve Subsequent to</strong><strong> Prolonged Intervention in A Population; Its Implication on Rate Of Doubling Time & Plausible Suppression of SARS-CoV-2 Infection</strong>](https://doi.org/10.20944/preprints202005.0110.v1)","Preprints.org","2020-05-09"
"[<strong>Understanding the Spreading Patterns of COVID-19 in UK and Its Impact on Exit Strategies</strong>](https://doi.org/10.20944/preprints202005.0115.v1)","Preprints.org","2020-05-09"
"[A Dental Response to the COVID-19 Pandemic – Safe Aerosol-Free Emergent (SAFE) Dentistry](https://doi.org/10.20944/preprints202005.0104.v1)","Preprints.org","2020-05-08"
"[A case of postpartum maternal death with COVID-19 in the west of Iran](https://doi.org/10.21203/rs.3.rs-27256/v1)","Research Square","2020-05-08"
"[A mouse-adapted SARS-CoV-2 model for the evaluation of COVID-19 medical countermeasures](https://doi.org/10.1101/2020.05.06.081497)","bioRxiv","2020-05-09"
"[A non-competing pair of human neutralizing antibodies block COVID-19 virus binding to its receptor ACE2](https://doi.org/10.1101/2020.05.01.20077743)","medRxiv","2020-05-08"
"[A study on COVID-19 transmission dynamics: Stability analysis of SEIR model with Hopf bifurcation for effect of time delay](https://doi.org/10.21203/rs.3.rs-27137/v1)","Research Square","2020-05-08"
"[Antiretroviral Drug Activity and Potential for Pre-Exposure Prophylaxis Against COVID-19 and HIV Infection](https://doi.org/10.26434/chemrxiv.12250199.v1)","ChemRxiv","2020-05-08"
"[COVID-19 DYNAMICS: A HETEROGENEOUS MODEL](https://doi.org/10.1101/2020.05.04.20090688)","medRxiv","2020-05-09"
"[COVID-19 Scenarios: an interactive tool to explore the spread and associated morbidity and mortality of SARS-CoV-2](https://doi.org/10.1101/2020.05.05.20091363)","medRxiv","2020-05-09"
"[COVID-19 may present with an itchy erythematous papular rash: a case report](https://doi.org/10.21203/rs.3.rs-27233/v1)","Research Square","2020-05-08"
"[COVID-19: Viral-host interactome analyzed by network based-approach model to study pathogenesis of SARS-CoV-2 infection](https://doi.org/10.1101/2020.05.07.082487)","bioRxiv","2020-05-09"
"[Clinical characteristics of imported and second-generation COVID-19 cases outside Wuhan, China: A multicenter retrospective study](https://doi.org/10.21203/rs.3.rs-26416/v1)","Research Square","2020-05-08"
"[Continuing Our Work: Transplant Surgery And Surgical Oncology In A Tertiary Referral COVID-19 Center](https://doi.org/10.21203/rs.3.rs-27236/v1)","Research Square","2020-05-08"
"[Cooperative virus propagation underlies COVID-19 transmission dynamics](https://doi.org/10.1101/2020.05.05.20092361)","medRxiv","2020-05-09"
"[Development of a COVID-19 vaccine based on the receptor binding domain displayed on virus-like particles](https://doi.org/10.1101/2020.05.06.079830)","bioRxiv","2020-05-09"
"[Development of a Clinical Decision Support System for Severity Risk Prediction and Triage of COVID-19 Patients at Hospital Admission: an International Multicenter Study](https://doi.org/10.1101/2020.05.01.20053413)","medRxiv","2020-05-08"
"[Diagnosis of Coronavirus Disease 2019 (COVID-19): Neither Chest CT nor RT-PCR Fits All](https://doi.org/10.21203/rs.3.rs-27336/v1)","Research Square","2020-05-08"
"[Dynamic causal modelling of COVID-19](https://doi.org/10.12688/wellcomeopenres.15881.1)","Wellcome Open Res","2020-05-09"
"[Fatal outcome in a COVID-19 patient despite IL 6 blockage in cytokine storm](https://doi.org/10.21203/rs.3.rs-26470/v1)","Research Square","2020-05-08"
